row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label,niche
cell_169,5.23760596,96.472045717,Stromal,SimSpace,6.17116994185848,-2.67663408569708,-0.440741730094237,-15.0303540095501,6,Domain 2,Stromal,0
cell_170,6.06338852,5.111109121,Prolif_Invasive_Tumor,SimSpace,-4.72311578872059,-2.32541018285551,3.25187658035727,10.3669371739216,4,Domain 1,Tumor,1
cell_171,6.18417176,9.087904465,Prolif_Invasive_Tumor,SimSpace,-4.65219841369649,-1.15488433652397,6.27462934219809,9.21570636184882,4,Domain 1,Tumor,1
cell_172,6.06374553,10.061254498,Invasive_Tumor,SimSpace,-4.94235554413634,-1.35779986791783,8.2501113291976,9.47736789138984,2,Domain 1,Tumor,1
cell_173,6.17136612,11.19982997,Prolif_Invasive_Tumor,SimSpace,-4.97558126731332,-1.73981663020757,5.79357646667929,9.39520408065986,4,Domain 1,Tumor,1
cell_174,5.86979488,18.806787363,Invasive_Tumor,SimSpace,2.14397171927219,-3.97525457265668,8.52980588638754,-4.25991319267083,3,Domain 1,Tumor,1
cell_175,5.79315143,20.432002622,Endothelial,SimSpace,6.46825229179166,-3.30607235182235,6.40009044373007,-20.8903813227825,7,Domain 3,Tumor,1
cell_176,6.1363189,20.979939659,Endothelial,SimSpace,7.28437014959506,-2.5503885801611,6.44632934296103,-20.801958547514,7,Domain 3,Tumor,1
cell_177,5.83931807,26.859319982,Endothelial,SimSpace,9.99402761593583,-1.41264584270612,5.81907247269126,-21.3406491145306,7,Domain 3,Tumor,1
cell_178,5.86209004,31.0605122,Invasive_Tumor,SimSpace,2.0011267895742,-3.59549926354304,8.94855474197836,-4.03335069267083,3,Domain 1,Tumor,1
cell_179,5.9088935,37.218467775,Invasive_Tumor,SimSpace,-1.34352438004411,-2.95176945946833,13.5155293818709,2.83457375915717,9,Domain 1,Tumor,1
cell_180,6.00349583,37.798489025,Invasive_Tumor,SimSpace,-1.00005280938798,-2.90825249541798,13.6340787287948,2.82797385605048,9,Domain 1,Tumor,1
cell_181,5.92920122,45.113373874,Prolif_Invasive_Tumor,SimSpace,4.42761923429462,-2.19649716295005,-1.26410792505769,-14.9847950801067,6,Domain 2,Stromal,0
cell_182,5.72500974,49.856711168,CD8+_T_Cells,SimSpace,9.82114931580084,-0.352251711886411,-2.01946152484445,-12.6828265055828,6,Domain 2,Stromal,0
cell_183,5.87127632,53.898745293,Stromal,SimSpace,8.73927834778827,-0.126473884699167,-1.1167144898179,-15.5758023127728,6,Domain 2,Stromal,0
cell_184,5.55531937,58.902103516,CD8+_T_Cells,SimSpace,10.2830733220684,0.0472250426885706,-2.45353068149118,-13.0675301417523,6,Domain 2,Stromal,0
cell_185,6.12504629,61.152708293,CD8+_T_Cells,SimSpace,7.82955214184987,-1.53553184737542,-1.86156071460275,-12.7888150080853,6,Domain 2,Stromal,0
cell_186,5.67958847,69.778185454,Prolif_Invasive_Tumor,SimSpace,-3.38157777206295,-2.96221387448293,7.42642568314047,6.12790633590888,9,Domain 1,Tumor,1
cell_187,5.77912333,71.038523222,Invasive_Tumor,SimSpace,-0.871009157793394,-2.9588057084594,12.6165034648177,3.38331748398017,9,Domain 1,Tumor,1
cell_188,6.01043302,93.931316427,Stromal,SimSpace,6.86715528441472,-0.420944077369241,0.839236008763032,-15.2534022196941,6,Domain 2,Stromal,0
cell_189,5.8520874,98.830557964,B_Cells,SimSpace,7.5369920340474,-1.74980977705052,-5.1192505482438,-15.6117892131023,6,Domain 2,Stromal,0
cell_190,7.30860292,0.757295279,Invasive_Tumor,SimSpace,-4.25531325060918,-1.96537508849258,4.74231218063803,9.78631926925849,4,Domain 1,Tumor,1
cell_191,6.74142862,4.759422335,Invasive_Tumor,SimSpace,-5.03091390535258,-2.43288047398772,7.13577913010092,13.9371190205402,2,Domain 1,Tumor,1
cell_192,7.05341017,5.673240796,Invasive_Tumor,SimSpace,-5.13056414314953,-2.79967670222101,7.68854879105063,14.0530362263508,2,Domain 1,Tumor,1
cell_193,6.99214344,10.179233439,Invasive_Tumor,SimSpace,-4.4232829327642,-0.816809308540899,5.4296710368392,8.8466630116291,4,Domain 1,Tumor,1
cell_194,6.7663813,10.951669367,Invasive_Tumor,SimSpace,-4.71807280244233,-1.28329530460214,7.6014468547103,9.75387145431708,2,Domain 1,Tumor,1
cell_195,7.10465533,12.031730386,Invasive_Tumor,SimSpace,-4.74954351310267,-2.1187457218928,7.71582959854575,9.85818816574286,2,Domain 1,Tumor,1
cell_196,6.96569073,14.235637873,Invasive_Tumor,SimSpace,-3.45672036262828,-2.72367907054841,8.65707086288901,4.93883563430976,3,Domain 1,Tumor,1
cell_197,7.15435811,14.755976569,Invasive_Tumor,SimSpace,-3.19692656962106,-3.02099783001777,9.61612580978842,2.58737327011298,3,Domain 1,Tumor,1
cell_198,7.16470083,16.811690865,Endothelial,SimSpace,0.951969163163658,-2.68396924147522,8.3238065119979,-19.7247376307659,7,Domain 3,Tumor,1
cell_199,7.43264719,19.050943107,Macrophages_1,SimSpace,5.46393778092199,-2.59975208777499,5.81722282135459,-14.5085291728191,6,Domain 2,Stromal,1
cell_200,7.26730559,19.63518409,Invasive_Tumor,SimSpace,3.4108803505273,-3.62713516146251,8.49174379074545,-5.03577755538751,3,Domain 1,Tumor,1
cell_201,6.92616363,38.884258297,Invasive_Tumor,SimSpace,-0.515099901500699,-2.85915050670581,13.5984866496322,2.86880828293036,9,Domain 1,Tumor,1
cell_202,6.95212416,39.815021385,Invasive_Tumor,SimSpace,0.687033256495699,-2.84535199038912,13.6465203639266,2.69226242454719,9,Domain 1,Tumor,1
cell_203,7.21993192,42.065904488,Invasive_Tumor,SimSpace,2.71306560574285,-2.58429254631003,4.87908338272543,-2.98175631610681,9,Domain 1,Tumor,1
cell_204,7.13105275,42.914836827,Macrophages_1,SimSpace,5.01749307192339,-2.07458281280521,3.89383910858603,-14.4625229701214,6,Domain 2,Stromal,0
cell_205,7.12802631,47.401629856,Stromal,SimSpace,6.59691166130505,-1.75758111370509,-1.31429253256349,-15.3787169322186,6,Domain 2,Stromal,0
cell_206,6.67660879,57.187578274,CD8+_T_Cells,SimSpace,10.6253469977671,0.0246690202567544,-2.14553381240396,-12.8650240763836,6,Domain 2,Stromal,0
cell_207,6.99513478,60.829352303,Stromal,SimSpace,8.65777344184833,-1.04483787155386,-0.449268353343291,-15.882769094389,6,Domain 2,Stromal,0
cell_208,6.85239382,66.922537313,Invasive_Tumor,SimSpace,-3.64230405305701,-2.93081240915913,7.85036252701254,6.71306086929511,3,Domain 1,Tumor,1
cell_209,7.05598492,68.930483097,Prolif_Invasive_Tumor,SimSpace,-4.17439253408568,-2.79820217429615,2.10820411407919,9.15270091446113,4,Domain 1,Tumor,1
cell_210,6.98036992,74.66131487,CD8+_T_Cells,SimSpace,6.14490292783151,-3.0797246301557,-1.0022772002819,-11.2337708338909,6,Domain 2,Stromal,1
cell_211,7.18203578,77.697960071,CD8+_T_Cells,SimSpace,6.58197085526947,-1.61093603766573,-1.25099260842828,-11.2480168208294,6,Domain 2,Stromal,1
cell_212,7.06344364,82.04070794,Prolif_Invasive_Tumor,SimSpace,2.01824789172736,-2.727415031612,5.72665666305991,-2.42898856250573,3,Domain 1,Tumor,1
cell_213,7.15726559,82.583113573,Invasive_Tumor,SimSpace,1.7183550392375,-3.00074644735646,6.1156914111373,-1.94984375087548,3,Domain 1,Tumor,1
cell_214,6.90671618,85.998612512,Macrophages_1,SimSpace,6.59604131772325,-2.00593797259672,3.7143995639083,-14.7322544917278,6,Domain 2,Stromal,0
cell_215,6.81111075,90.381978112,B_Cells,SimSpace,8.12109726540744,0.0514285602784064,-4.69521380698709,-15.4307980403118,6,Domain 2,Stromal,0
cell_216,7.91799006,2.918308914,Invasive_Tumor,SimSpace,-4.81490882215598,-2.27265863224552,8.35428498947592,12.3172631398029,2,Domain 1,Tumor,1
cell_217,7.99659592,4.220910884,Invasive_Tumor,SimSpace,-4.94889270282532,-2.32348211415027,4.15561078751059,12.0214429035969,2,Domain 1,Tumor,1
cell_218,8.07583035,5.986776955,Prolif_Invasive_Tumor,SimSpace,-4.84626646339936,-2.34174215789762,3.33878968918295,11.4663968220539,4,Domain 1,Tumor,1
cell_219,8.45186179,6.915500257,Prolif_Invasive_Tumor,SimSpace,-4.87186266592732,-1.984640594784,2.83967827522727,10.1067843571491,4,Domain 1,Tumor,1
cell_220,7.99154857,7.949668728,Invasive_Tumor,SimSpace,-4.95788208143117,-2.1551299303235,6.40655921661826,11.1338009968586,2,Domain 1,Tumor,1
cell_221,7.808811,11.882619471,Invasive_Tumor,SimSpace,-4.69373294242638,-2.11130391916301,7.91704438888999,10.0830006733723,2,Domain 1,Tumor,1
cell_222,7.93080364,12.874788346,Invasive_Tumor,SimSpace,-4.1185580113359,-2.73209068900245,9.83979581558676,8.69217349441718,2,Domain 1,Tumor,1
cell_223,7.90728081,16.733961118,Invasive_Tumor,SimSpace,-0.592049826820755,-3.54284136514529,7.88712476456137,-2.07345418779183,3,Domain 1,Tumor,1
cell_224,8.09629629,20.301360146,Invasive_Tumor,SimSpace,4.68373735719127,-3.34159612722754,8.50228856766196,-5.11708997337151,3,Domain 1,Tumor,1
cell_225,7.6918406,22.921384721,Endothelial,SimSpace,10.4355073271145,-2.15436112777939,6.08114026749106,-21.2902874812298,7,Domain 3,Tumor,1
cell_226,8.0126524,28.058754862,Endothelial,SimSpace,9.61521354237358,-1.65840522059174,6.26166652405234,-21.9124436244183,7,Domain 3,Tumor,1
cell_227,8.03130131,35.82469363,T_Cell_&_Tumor_Hybrid,SimSpace,-1.36745070430967,-2.44783196634209,8.51547311508627,-10.8574080332928,6,Domain 2,Stromal,1
cell_228,8.04643621,40.223398112,T_Cell_&_Tumor_Hybrid,SimSpace,2.08488102080842,-2.75010123498606,7.87231229507895,-10.67581318466,6,Domain 2,Stromal,1
cell_229,7.88053679,45.945288844,B_Cells,SimSpace,7.7833550367236,-1.57898430179877,-5.27375770843057,-15.7902026042156,6,Domain 2,Stromal,0
cell_230,7.95241565,51.981793466,T_Cell_&_Tumor_Hybrid,SimSpace,8.25285757745897,-0.94703285316572,-1.70138831174402,-12.4717755183392,6,Domain 2,Stromal,0
cell_231,7.71518782,55.634204673,Stromal,SimSpace,9.92745306377908,-0.298416257411918,-1.10661308205156,-15.8274540766888,6,Domain 2,Stromal,0
cell_232,7.90133602,59.079195242,Stromal,SimSpace,7.99027392070703,-1.03280468452169,-1.39902300870447,-15.6843848094158,6,Domain 2,Stromal,0
cell_233,7.8914277,67.362301141,Invasive_Tumor,SimSpace,-4.1775890899351,-2.98308204736068,9.98432992660971,12.3016762867756,2,Domain 1,Tumor,1
cell_234,8.08321001,70.826184483,Invasive_Tumor,SimSpace,-3.05379104329327,-3.36106787943882,9.71862004959555,4.67242194565009,9,Domain 1,Tumor,1
cell_235,7.76876351,78.908354169,CD8+_T_Cells,SimSpace,3.97460916685279,-1.48403338627485,-0.752001983285231,-11.3056263789349,6,Domain 2,Stromal,1
cell_236,8.15623962,84.772335208,Macrophages_1,SimSpace,3.79107560547764,-2.4294789569159,5.07528423035117,-14.051039205473,6,Domain 2,Stromal,0
cell_237,8.29889691,87.025832435,Stromal,SimSpace,5.45243510739597,-1.73994193724014,0.928486573338228,-14.1563782557659,6,Domain 2,Stromal,0
cell_238,7.58600299,92.01280484,Stromal,SimSpace,6.90351612881775,-0.186359665197561,0.220170724034028,-15.0798907145672,6,Domain 2,Stromal,0
cell_239,8.08525175,93.14101622,Stromal,SimSpace,6.33377361267854,-0.541230795011348,0.482702600598054,-14.5192246302776,6,Domain 2,Stromal,0
cell_240,8.13538161,98.110294709,Stromal,SimSpace,6.61029153579423,-2.11783181912046,0.212827193379121,-15.0440058573895,6,Domain 2,Stromal,0
cell_241,8.87251259,4.837496791,Invasive_Tumor,SimSpace,-4.97632332341928,-2.3458673415299,4.0780036326644,12.1554999485798,4,Domain 1,Tumor,1
cell_242,8.92054564,6.04498961,Invasive_Tumor,SimSpace,-4.92636293438254,-2.22573209642408,3.53084634506674,11.5135369435139,4,Domain 1,Tumor,1
cell_243,8.97342388,10.934339779,Invasive_Tumor,SimSpace,-4.22667232043025,-1.70281300402468,10.9138200160262,10.2865061894245,2,Domain 1,Tumor,1
cell_244,8.94044182,14.781793405,Invasive_Tumor,SimSpace,-1.56094372652748,-3.74064887934822,10.3682505961654,-0.580293761175165,3,Domain 1,Tumor,1
cell_245,8.93819741,19.974628825,Macrophages_1,SimSpace,6.57755688599926,-2.87837947792558,6.0041510936019,-14.7885966166668,6,Domain 2,Stromal,1
cell_246,8.66479924,33.760332043,Invasive_Tumor,SimSpace,-2.45286124757922,-2.78766638264036,10.2259051676986,4.8069524899311,9,Domain 1,Tumor,1
cell_247,9.23046631,36.463034127,Invasive_Tumor,SimSpace,-2.53183490756446,-2.54704791074603,11.9733531352279,4.72493554504584,9,Domain 1,Tumor,1
cell_248,9.21592372,37.02796532,Invasive_Tumor,SimSpace,-2.5886414521676,-2.82212688889649,11.9170529719588,4.65817786606025,9,Domain 1,Tumor,1
cell_249,8.83732715,41.347771442,Stromal,SimSpace,4.5244697673962,-2.36347953557163,0.978907096028047,-14.6924214228802,6,Domain 2,Stromal,0
cell_250,8.70671513,42.990923327,CD8+_T_Cells,SimSpace,6.37936179540349,-2.14100138950892,-1.82178903853921,-12.9908146723919,6,Domain 2,Stromal,0
cell_251,9.10421298,44.989372332,Stromal,SimSpace,7.80014738642272,-1.90565269793289,-0.832977880895419,-15.7794155940228,6,Domain 2,Stromal,0
cell_252,8.88484241,46.610085642,CD8+_T_Cells,SimSpace,7.53183102124973,-1.95955550886519,-2.25799287593393,-12.4603562220745,6,Domain 2,Stromal,0
cell_253,9.02839063,47.807978887,Stromal,SimSpace,6.62084752847734,-2.36561488138215,-1.24959991610078,-15.2807974681072,6,Domain 2,Stromal,0
cell_254,8.93613432,52.843300147,Macrophages_1,SimSpace,9.92258122337472,-0.550546735218365,3.1875326510665,-15.0362019404583,6,Domain 2,Stromal,0
cell_255,9.13830775,54.021503806,Stromal,SimSpace,10.5830710661353,-0.263854927316628,-1.14248025155096,-15.9853758677654,6,Domain 2,Stromal,0
cell_256,9.13894983,59.002796907,B_Cells,SimSpace,9.29805585594013,-0.673143749014062,-4.53894616401224,-15.2473177775555,6,Domain 2,Stromal,0
cell_257,8.85488052,66.88421153,Invasive_Tumor,SimSpace,-2.98801992616761,-3.48852573349835,10.6073615428206,4.62513543518256,9,Domain 1,Tumor,1
cell_258,8.72332721,67.88223736,Invasive_Tumor,SimSpace,-4.19764022627795,-3.29569626992921,8.88559125626059,9.9051642552204,2,Domain 1,Tumor,1
cell_259,8.68341232,72.966769373,Prolif_Invasive_Tumor,SimSpace,0.163861928045738,-3.16166497420149,12.6232077952621,2.96741010101508,9,Domain 1,Tumor,1
cell_260,9.12207588,77.72371767,Prolif_Invasive_Tumor,SimSpace,0.334332305308147,-2.00476426615693,12.752249467015,1.98651052864265,9,Domain 1,Tumor,1
cell_261,8.76222815,78.877472288,Prolif_Invasive_Tumor,SimSpace,0.190342722213378,-2.0668231649826,4.53418754303427,-3.52489684669305,9,Domain 1,Tumor,1
cell_262,8.89863673,82.923742026,Invasive_Tumor,SimSpace,-0.353471950669315,-2.69695107043239,6.90902780258627,0.095330967027655,3,Domain 1,Tumor,1
cell_263,8.88073719,83.750210213,CD8+_T_Cells,SimSpace,2.66151247723636,-2.35928303301156,8.01313279831381,-11.322279439848,6,Domain 2,Stromal,1
cell_264,8.98948654,87.933952421,Stromal,SimSpace,4.66301449226588,-1.70981281784702,0.611366736530977,-14.440030561369,6,Domain 2,Stromal,0
cell_265,8.61274404,89.833038567,B_Cells,SimSpace,6.24383135937606,-0.184889301798344,-3.74723817145853,-15.2078461512737,6,Domain 2,Stromal,0
cell_266,9.03775572,91.247076478,Stromal,SimSpace,6.14864374914729,-0.0498850665291838,0.447519886135774,-14.8036227091961,6,Domain 2,Stromal,0
cell_267,9.1047782,94.951239241,Macrophages_1,SimSpace,4.0327171747392,-1.2232651352995,4.00236581528159,-12.0705714091473,6,Domain 2,Stromal,0
cell_268,10.01768442,0.962090866,Invasive_Tumor,SimSpace,-3.46286803195231,-2.45019786899525,6.38099454605551,8.87095691116523,4,Domain 1,Tumor,1
cell_269,9.93782277,2.085605621,Invasive_Tumor,SimSpace,-3.98703190533429,-2.78386750434298,7.61786340439292,10.1258683338947,2,Domain 1,Tumor,1
cell_270,10.01948003,3.111393663,Invasive_Tumor,SimSpace,-4.47508037226972,-2.32621907528972,9.34735654556723,11.6748166218586,2,Domain 1,Tumor,1
cell_271,10.07980927,3.652751639,Invasive_Tumor,SimSpace,-4.6117857531728,-2.59933412729576,4.88553498947592,11.1690201893635,4,Domain 1,Tumor,1
cell_272,9.44548145,6.924643178,Prolif_Invasive_Tumor,SimSpace,-4.90884726096219,-2.1004527602253,2.67897843086691,10.2743392124958,4,Domain 1,Tumor,1
cell_273,10.39118246,11.818193535,Invasive_Tumor,SimSpace,-3.46529740939094,-2.8083527504572,9.4198529597518,7.09312392624091,9,Domain 1,Tumor,1
cell_274,10.07801866,14.970965951,Endothelial,SimSpace,1.53024100838156,-2.64735153548411,8.38943074905844,-19.888176427763,7,Domain 3,Tumor,1
cell_275,9.86951828,15.892733496,Invasive_Tumor,SimSpace,-0.505829944048195,-3.4643186446671,10.4041840907332,-0.994956301134119,3,Domain 1,Tumor,1
cell_276,9.92180932,20.031413893,Invasive_Tumor,SimSpace,5.26251337801026,-3.19177079734239,8.61778901779624,-5.24573658553887,3,Domain 1,Tumor,1
cell_277,10.09874836,21.803908151,Endothelial,SimSpace,10.344842454926,-2.41556773525691,6.60749887192221,-21.9787793025189,7,Domain 3,Tumor,1
cell_278,9.97677921,24.886446552,Macrophages_1,SimSpace,11.1626217063438,-1.14251658529263,5.94422839844199,-15.0786652430706,6,Domain 2,Stromal,1
cell_279,9.59386311,26.881768066,Endothelial,SimSpace,10.7891463322316,-0.971438119874141,6.4358065005538,-22.1276268824749,7,Domain 3,Tumor,1
cell_280,10.41289857,28.216518274,Endothelial,SimSpace,8.48058026619774,-1.68993835631034,6.48556159698935,-21.5048928126507,7,Domain 3,Tumor,1
cell_281,9.97789187,29.073600732,Endothelial,SimSpace,7.2892593629666,-1.92126471245509,5.93961833679648,-20.8758854731731,7,Domain 3,Tumor,1
cell_282,10.20403454,33.073777742,Invasive_Tumor,SimSpace,-2.73165956847308,-2.56297695107204,9.03719209396811,4.11334802063178,3,Domain 1,Tumor,1
cell_283,9.86159003,34.942736344,Invasive_Tumor,SimSpace,-3.15017106931042,-2.1538430442293,11.1195065852401,4.99724389465522,9,Domain 1,Tumor,1
cell_284,10.30727541,36.92305643,Invasive_Tumor,SimSpace,-2.71086462421095,-2.1928334726842,8.77044557297202,5.81600190551948,9,Domain 1,Tumor,1
cell_285,10.05726874,39.112200578,Invasive_Tumor,SimSpace,-2.26199967078755,-3.15698733407285,12.1609647151229,4.09012652786445,9,Domain 1,Tumor,1
cell_286,10.12176877,42.155486787,T_Cell_&_Tumor_Hybrid,SimSpace,4.40070020510766,-3.16094091122373,-1.24993760621576,-12.4608740672283,6,Domain 2,Stromal,0
cell_287,9.79094933,58.003029357,B_Cells,SimSpace,8.76103252995016,-0.680344417267439,-4.53667522704629,-15.2879128321819,6,Domain 2,Stromal,0
cell_288,10.24222906,68.228329589,Invasive_Tumor,SimSpace,-2.79568318622623,-3.30952011928836,6.10092519485922,6.31411982925605,4,Domain 1,Tumor,1
cell_289,10.13796363,70.254831006,Invasive_Tumor,SimSpace,-2.79679160386915,-3.47872180655295,7.21807931625815,5.2549219265766,3,Domain 1,Tumor,1
cell_290,10.26036925,72.667060392,Invasive_Tumor,SimSpace,-1.18716160025186,-2.78804451215892,8.76610158646079,0.996409668046942,3,Domain 1,Tumor,1
cell_291,9.87438249,81.086075777,Invasive_Tumor,SimSpace,-1.80755359581647,-1.63053688346427,5.00702689850302,7.59956218155097,9,Domain 1,Tumor,1
cell_292,9.90379458,83.991479614,Invasive_Tumor,SimSpace,-0.183477740275633,-2.68058837658978,6.82267736160727,0.198830975610724,3,Domain 1,Tumor,1
cell_293,10.46078334,85.077657763,Invasive_Tumor,SimSpace,-0.81407893112248,-2.93831834093177,6.83732484543295,0.869256986696234,3,Domain 1,Tumor,1
cell_294,9.78799684,89.223195306,B_Cells,SimSpace,4.32931696469022,-1.13344429721806,-5.2399690274003,-15.4320187434368,6,Domain 2,Stromal,0
cell_295,9.97281006,95.815892367,Stromal,SimSpace,3.84873302754485,-1.38425338254149,1.49326299393149,-13.6572508677654,6,Domain 2,Stromal,0
cell_296,11.22737827,6.67594518,Prolif_Invasive_Tumor,SimSpace,-4.75060304719589,-2.10025913040106,2.82561753952475,10.2818131581135,4,Domain 1,Tumor,1
cell_297,11.01954499,8.221238295,Invasive_Tumor,SimSpace,-4.54337628220926,-2.16168767524396,6.03601001465293,13.1439910069294,2,Domain 1,Tumor,1
cell_298,11.11659074,10.800303071,Invasive_Tumor,SimSpace,-3.6425946681011,-2.23871880497566,10.3487956401107,8.77016307266425,9,Domain 1,Tumor,1
cell_299,10.92011019,11.862756097,Invasive_Tumor,SimSpace,-3.3445025250072,-2.62710361373892,9.6105267878768,7.06696368606757,9,Domain 1,Tumor,1
cell_300,11.07401118,14.040924179,Invasive_Tumor,SimSpace,-0.982383685517187,-3.39163444723485,10.3503301020858,-0.659301267545709,3,Domain 1,Tumor,1
cell_301,10.73869463,15.862779636,Invasive_Tumor,SimSpace,-0.258899667565877,-3.23228254690597,10.5131461497542,-1.12035629300405,3,Domain 1,Tumor,1
cell_302,11.33162614,21.681557874,Endothelial,SimSpace,9.70538460738856,-2.30589287188583,6.12436937057944,-20.786556707304,7,Domain 3,Tumor,1
cell_303,10.97636719,25.006837953,CD4+_T_Cells,SimSpace,11.4510693780071,-1.29509915652256,4.84481452667685,-13.9594406947308,6,Domain 2,Stromal,1
cell_304,10.86396436,29.843703068,Macrophages_1,SimSpace,5.70982950526744,-2.26193997507674,6.08326314651938,-14.6585669383221,6,Domain 2,Stromal,1
cell_305,11.13327662,32.119571976,Invasive_Tumor,SimSpace,-1.49181049328367,-2.73398851457961,8.57604001724692,-0.46431093065072,3,Domain 1,Tumor,1
cell_306,10.90785604,35.898784689,Invasive_Tumor,SimSpace,-1.65910738005165,-1.77649496909697,4.9188992854354,8.7913890019245,4,Domain 1,Tumor,1
cell_307,10.73314831,37.862310772,Prolif_Invasive_Tumor,SimSpace,-3.10182434790162,-2.37802552616577,5.6550938960311,7.24773360641669,9,Domain 1,Tumor,1
cell_308,10.7306565,39.957999892,Invasive_Tumor,SimSpace,-1.2214563632878,-3.30877005362279,12.3888509150741,3.53837825210761,9,Domain 1,Tumor,1
cell_309,11.13875463,43.210430695,Stromal,SimSpace,6.4114834967565,-2.59103005131531,-0.42643470799951,-14.0803780421429,6,Domain 2,Stromal,0
