,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100
CAVIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC6,2.0888274,3.760666,3.8402784,2.32151,2.5985723,2.2888389,3.5833697,3.974774,1.8823746,1.8067808,2.1362972,4.1655655,3.1146212,2.860305,2.2889817,3.5304832,3.0228283,3.374007,2.318404,2.3339565,2.1361203,2.323519,2.483922,3.7265105,2.5972164,3.5962005,2.3340647,2.3848898,2.863763,2.0090327,3.7308373,3.0528858,2.0950565,4.2685547,2.9395533,3.4492757,2.2941387,3.962573,1.7240843,3.7027278,1.9993718,2.0482497,2.697594,2.2587543,2.292168,1.9744391,3.5332892,4.2271767,3.834431,2.2841067,2.9686098,4.0049706,1.8946561,2.5786502,2.4453235,2.3846467,2.8518667,2.1289635,1.7613368,3.0807498,1.8571599,4.5195475,2.090374,1.9108553,2.2774494,4.532267,1.8123952,3.5068636,4.000336,2.3144643,2.475931,1.8406152,3.797037,3.2320857,2.225801,4.309461,1.858964,2.928729,2.880948,2.017499,2.7968957,2.9862127,2.1815841,4.034787,2.215956,4.214833,2.8691034,2.466953,2.5131586,2.2880313,2.0755239,3.4998581,3.0036106,2.1461482,2.5013921,3.1126268,2.163081,2.1712446,1.8264195,2.1583328
CCDC80,0.7326867,1.1089582,1.0994778,0.81056327,0.83474714,0.7356879,1.0483447,1.0778832,0.6916929,0.6715661,0.7872824,1.246803,0.99593985,0.8827292,0.6943548,1.0721604,0.895687,0.97678375,0.7744445,0.8145166,0.64577293,0.8065684,0.76300734,1.0634022,0.9173462,1.0733452,0.7015639,0.86552197,0.9419235,0.7079155,1.0452248,1.0089173,0.7654504,1.0305084,0.935233,1.0884603,0.86653364,1.1482437,0.578684,0.93455046,0.6826596,0.7248616,0.747279,0.7483624,0.74067587,0.75917584,0.9808838,1.1356527,1.0441446,0.74569434,0.91704434,1.0061288,0.7467048,0.82903445,0.82750726,0.74701625,0.79517096,0.7395366,0.6043613,0.9594027,0.68630004,1.2984856,0.7140519,0.7268419,0.75518787,1.1994094,0.5951865,1.0601411,1.2075279,0.80545175,0.8352001,0.6097786,1.1051339,0.9149649,0.77912986,1.2308348,0.66249233,0.8192335,0.9152991,0.7748909,0.8106507,0.9376229,0.74624354,1.1297088,0.7580168,1.2657719,1.0141139,0.81042325,0.7538537,0.8606383,0.7024639,1.0744959,0.9835472,0.7824222,0.8827263,0.9398877,0.7932367,0.74089986,0.5554803,0.72594935
CCL5,0.20476557,0.2738237,0.2354648,0.25349024,0.2997947,0.19953693,0.26175615,0.28495464,0.2119966,0.23712781,0.22766015,0.30627668,0.29167202,0.229477,0.18416196,0.22217965,0.27520624,0.26182327,0.24674985,0.27707934,0.19725665,0.2592497,0.2340936,0.3206157,0.2797959,0.2593371,0.23036827,0.2720743,0.27520144,0.2797695,0.37982032,0.27644926,0.24414705,0.25337696,0.27822715,0.30701017,0.26677915,0.3240074,0.25048497,0.3678405,0.20628938,0.26683322,0.2516024,0.18958664,0.25251597,0.25483817,0.1857355,0.4156523,0.23864059,0.22047497,0.2763776,0.22100878,0.19828014,0.2821106,0.2347744,0.200394,0.16500394,0.19328216,0.20402433,0.3075982,0.25218698,0.31944537,0.23103137,0.2850645,0.27024984,0.37598604,0.18707888,0.23619457,0.37294278,0.28031987,0.22375543,0.22007388,0.27223018,0.23144445,0.24704905,0.25157517,0.23603481,0.28094733,0.22696954,0.2877801,0.21404375,0.26612413,0.20964879,0.30162302,0.2448728,0.35107026,0.31445023,0.24646972,0.2405726,0.20388642,0.20375161,0.303008,0.24880968,0.23555107,0.30594975,0.29501542,0.22668363,0.22561476,0.12590973,0.25165334
CCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND1,3.1161704,5.699973,5.952108,3.6740513,3.9750946,3.3970957,5.4408526,6.0417438,2.8237116,2.8016098,3.2952795,6.533547,4.677892,4.4742327,3.3660874,5.4299927,4.578649,5.3399677,3.5631034,3.5230308,3.2414029,3.4900403,3.7847247,5.7793984,4.0889955,5.4619384,3.4303722,3.7066073,4.5041428,3.0488033,5.595969,4.7768307,3.1155717,6.4708114,4.6091256,5.140372,3.5299551,6.1299214,2.654478,5.5623784,3.0415585,3.1583772,3.994752,3.5010567,3.513743,2.9922855,5.4195776,6.41432,5.883916,3.50415,4.5982594,6.06955,2.8930302,3.8561757,3.7712846,3.759163,4.3412533,3.2843778,2.7076168,4.7317004,2.851938,6.9149656,3.236085,2.909872,3.3708417,6.775694,2.6935334,5.4675584,6.1140633,3.648006,3.7133703,2.774862,5.746638,4.9121866,3.3962188,6.5275764,2.7585726,4.4655337,4.3589096,3.117877,4.2258153,4.7248583,3.277576,6.14454,3.4491417,6.404122,4.5804234,3.8728898,3.8291626,3.501096,3.0796142,5.3491855,4.5770416,3.245601,3.9314885,4.9041605,3.3110206,3.330952,2.7055604,3.23527
CCPG1,0.96374476,1.6281751,1.744149,1.0467623,1.0728929,1.1107652,1.621234,1.7988683,0.90073365,0.8198428,0.99960387,1.9463205,1.4578109,1.3096985,1.0183437,1.6250013,1.3338333,1.5271457,1.0053284,1.0730811,0.9827381,1.0659198,1.1414118,1.6765556,1.2126342,1.6370262,1.020316,1.0960534,1.3589483,0.92300427,1.6599907,1.4175199,0.974001,1.8890169,1.3205651,1.576668,1.0904331,1.8831278,0.8647609,1.7231545,0.9614098,0.9606883,1.236426,1.0677159,1.0573388,0.8984634,1.5312326,1.80579,1.8510401,1.0371033,1.4254476,1.7573267,0.9357361,1.1443955,1.1387657,1.0778272,1.3262283,0.9913919,0.8111119,1.4261597,0.8849606,1.9960709,0.9441596,0.86008763,1.0518374,1.9769868,0.8256489,1.6230022,1.7040997,1.0394188,1.1321386,0.8303766,1.7934598,1.4946522,1.084553,1.9614007,0.91307694,1.3029054,1.3149098,0.95896745,1.269111,1.4143492,1.0226672,1.8057393,1.0956062,1.7938616,1.3645102,1.0948757,1.1796488,1.0827003,0.90180266,1.6396604,1.3963876,0.99784786,1.153415,1.4426742,0.99457175,1.0058552,0.8300564,1.0237428
CD14,0.39226952,0.5830583,0.73634744,0.42356327,0.50890267,0.452647,0.6468772,0.7324947,0.40735084,0.33255064,0.48790297,0.7482835,0.5619035,0.55460936,0.45620736,0.6532826,0.56460947,0.64484715,0.40678397,0.56555706,0.38461962,0.4692623,0.4963023,0.66414547,0.584314,0.7065952,0.43102401,0.45137808,0.53868,0.4349196,0.69538975,0.5447657,0.37991616,0.73844475,0.54907346,0.643098,0.50019896,0.6836297,0.37743393,0.6820365,0.39352596,0.48439062,0.5263645,0.4421444,0.45296392,0.4190296,0.69422466,0.7122712,0.6237654,0.46300742,0.5385811,0.6887419,0.43271893,0.48253092,0.44990942,0.46984667,0.56818455,0.466242,0.38232905,0.66099584,0.39291692,0.8335091,0.42042464,0.39690015,0.45394784,0.8095444,0.3382982,0.7028861,0.7476087,0.45480752,0.46340415,0.34130186,0.6872663,0.6206726,0.44919357,0.7799013,0.3409117,0.5439223,0.4993055,0.40257546,0.49250382,0.6134846,0.41248414,0.76129663,0.44018918,0.7407103,0.5626587,0.48920712,0.468497,0.43218726,0.39461666,0.65140706,0.5307997,0.42655843,0.48556972,0.56678766,0.42357597,0.4242208,0.34863088,0.4487909
CD163,0.28699356,0.52172464,0.45265636,0.39644516,0.3787667,0.3727278,0.46829447,0.43294218,0.3169248,0.2766169,0.34269705,0.50671124,0.44528458,0.45472455,0.38266703,0.46958947,0.46941608,0.4841091,0.31024104,0.40392804,0.33489302,0.39340496,0.37042907,0.5797751,0.4450451,0.4285043,0.37505656,0.3668954,0.4564022,0.34516641,0.47126022,0.41631073,0.32526594,0.41839683,0.44800487,0.39357084,0.3877143,0.573308,0.21445133,0.46665722,0.32852575,0.33251712,0.35605663,0.38945293,0.28914428,0.34319967,0.5123306,0.58874476,0.45846894,0.32596174,0.42675322,0.47821337,0.34515986,0.3844208,0.41918504,0.37513196,0.46053234,0.28549796,0.30853987,0.47172046,0.28497535,0.6187416,0.278811,0.32546315,0.32109857,0.61518747,0.26121992,0.43145657,0.5557317,0.37559444,0.38157177,0.32035542,0.54055667,0.45317715,0.32135826,0.5305201,0.29566818,0.43575463,0.39911583,0.309581,0.34270605,0.39400277,0.28786725,0.44989258,0.34485382,0.4996072,0.40861902,0.42939,0.37976983,0.40563843,0.34639895,0.49932808,0.4421018,0.3561705,0.3083353,0.3784961,0.33338818,0.31604737,0.2959839,0.29999715
CD247,0.1621877,0.18632053,0.16403061,0.12767561,0.1890014,0.14962375,0.14754672,0.18374704,0.16231543,0.10818281,0.120469175,0.19856113,0.24182396,0.18448304,0.19584575,0.17267743,0.16541399,0.21073832,0.1977186,0.21512818,0.07942688,0.17280507,0.18129924,0.17242754,0.15445077,0.16040227,0.17604889,0.14802805,0.13107981,0.19928029,0.25619534,0.19538948,0.18003066,0.15123631,0.18508174,0.23314977,0.16364942,0.13820669,0.16844122,0.20598118,0.109217435,0.09862953,0.05242658,0.18626952,0.17413783,0.14771007,0.2690257,0.1682596,0.1540101,0.155777,0.12458745,0.26330554,0.17592423,0.17650054,0.17223933,0.12772527,0.15705371,0.1807801,0.14977872,0.13424696,0.09597907,0.16400959,0.15265608,0.16635527,0.17523892,0.20609294,0.09941932,0.071061864,0.2218181,0.1302674,0.1478284,0.06756064,0.14142066,0.23353925,0.15969662,0.16395389,0.14521626,0.17161074,0.16487812,0.14347263,0.14059907,0.11414794,0.18286301,0.10622076,0.10192215,0.34395286,0.1598708,0.15770517,0.19670375,0.14208259,0.15344952,0.23290096,0.1487226,0.16065551,0.17119128,0.1067038,0.1999719,0.15669432,0.11212234,0.25523293
CD3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3E,0.32823715,0.36339957,0.28056842,0.17457119,0.37621418,0.25271988,0.3235313,0.2697336,0.22553954,0.2186387,0.28508726,0.27437046,0.34491152,0.23915379,0.24352597,0.32845917,0.24101323,0.27355453,0.23715189,0.32651365,0.25276056,0.32205492,0.24208131,0.36617783,0.38267824,0.31761864,0.2587184,0.25740224,0.34202966,0.260953,0.28920388,0.31903565,0.29771647,0.3392404,0.29010513,0.32161626,0.31754202,0.3444847,0.26935822,0.39180425,0.22592962,0.28901693,0.22589107,0.27749476,0.31031284,0.23064616,0.29646,0.31202164,0.2938388,0.26106328,0.34463048,0.2959727,0.2828547,0.319731,0.29647705,0.23651865,0.2683579,0.3326634,0.18793371,0.30644414,0.29207748,0.3712189,0.2629318,0.26968938,0.31307742,0.34857857,0.2023276,0.32362306,0.38753492,0.27309975,0.34945598,0.1699554,0.2920527,0.28318805,0.3127235,0.3101668,0.1908232,0.2963188,0.38082227,0.26084793,0.27962464,0.2725985,0.23824401,0.33929598,0.24905032,0.23515752,0.40313217,0.24869132,0.2649867,0.2687971,0.29342762,0.2719429,0.35453376,0.27445447,0.31250748,0.29805073,0.3265683,0.30649307,0.19721715,0.27291837
CD3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD68,0.63766724,1.0951942,1.1200554,0.7256624,0.7870024,0.76047426,1.0653157,1.0750796,0.58944786,0.5563775,0.63323736,1.2269359,0.92917246,0.8790566,0.7219543,1.0929682,0.9077254,1.0588039,0.6404893,0.7539712,0.6978485,0.77036494,0.8163054,1.0305122,0.8091259,1.0389698,0.68557835,0.77185625,0.8692074,0.6758355,1.1850493,0.93067306,0.68429494,1.2100729,0.8902891,1.0002137,0.7472047,1.1310116,0.5604241,1.0779083,0.6579435,0.6904694,0.80944425,0.687859,0.72787946,0.6726864,1.077291,1.1203636,1.1594553,0.7214356,0.92618644,1.1498977,0.6985583,0.78595924,0.7544498,0.7943844,0.90209824,0.6909346,0.62149364,0.8682573,0.58812183,1.3628267,0.7391496,0.6209778,0.74817073,1.3285258,0.59027123,1.0925666,1.1771618,0.7483409,0.79125607,0.56134886,1.1163416,0.99073684,0.74792826,1.1701089,0.62581235,0.94720525,0.8125883,0.66541594,0.80858904,0.9278987,0.6802634,1.2825807,0.7772639,1.1853466,0.91952765,0.852889,0.7615539,0.8025864,0.6123879,1.0251019,0.87527776,0.7819423,0.8310723,0.9375135,0.66182536,0.75240386,0.59196454,0.67392
CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD83,0.30867505,0.38035464,0.4466168,0.33626318,0.31265184,0.29030117,0.38514376,0.36814976,0.2531921,0.21267553,0.27480945,0.49144852,0.37853527,0.27293873,0.29389098,0.33624545,0.30613205,0.3327638,0.26613137,0.28955403,0.24354102,0.30986318,0.23028597,0.3584462,0.28131592,0.36176175,0.21041134,0.2287656,0.29901198,0.23868601,0.31866226,0.3127075,0.34486908,0.53015256,0.28775114,0.39313626,0.3359781,0.5129304,0.2218497,0.39106232,0.24356683,0.28447548,0.28120372,0.28814572,0.23099853,0.22333366,0.34191024,0.4231675,0.30956605,0.28410354,0.30541128,0.35891885,0.26211283,0.27974224,0.24486728,0.34437776,0.263353,0.2743015,0.22636145,0.32814574,0.24504814,0.36884323,0.2312428,0.26563898,0.3287963,0.389208,0.21015006,0.34688154,0.40259963,0.28627652,0.27848437,0.22702159,0.4775732,0.36568043,0.28209424,0.42197734,0.2971708,0.26987034,0.34099957,0.24960552,0.2750081,0.39212155,0.26517746,0.4192905,0.28764325,0.45418015,0.42350227,0.3296235,0.29048133,0.3067307,0.29849064,0.3772463,0.32164726,0.28993502,0.30835876,0.34783825,0.30534506,0.28659907,0.20367889,0.2589372
CD86,0.25253925,0.33220798,0.4403676,0.2553784,0.23492566,0.20144701,0.38313448,0.39134857,0.18772767,0.22326978,0.23120481,0.36152688,0.3666201,0.26516277,0.2548302,0.35534224,0.26214617,0.32429093,0.23538525,0.32799983,0.23882933,0.21883236,0.24414322,0.43429863,0.23836116,0.4917419,0.3456385,0.25326493,0.24862166,0.22172625,0.32116228,0.24626364,0.22271498,0.36021572,0.27201304,0.30271664,0.271959,0.39161998,0.18190508,0.41596982,0.18542159,0.2334095,0.2554705,0.29862553,0.24476893,0.22390929,0.29828376,0.4077041,0.34676898,0.29930058,0.24180673,0.35099426,0.21024299,0.27054262,0.24576735,0.2662634,0.28028122,0.1908189,0.19546145,0.27431282,0.2518431,0.36468372,0.25184578,0.2544093,0.26687586,0.53467953,0.19441698,0.36906853,0.44765344,0.2647501,0.25886187,0.23198506,0.41659456,0.2881023,0.246464,0.37768027,0.2245759,0.35754028,0.31247458,0.21162723,0.3150087,0.33310944,0.19899437,0.39882928,0.22446772,0.40432766,0.24500674,0.3112524,0.26678973,0.24723804,0.23802495,0.33040375,0.30619276,0.24498788,0.24578328,0.26998815,0.1973043,0.27449888,0.23948961,0.21947443
CD8A,0.34977478,0.40527505,0.40579468,0.4087797,0.3163219,0.3474872,0.4581568,0.45531043,0.31226808,0.33984527,0.38273108,0.5517908,0.37867975,0.36102,0.3158015,0.40902886,0.4222003,0.51004916,0.2961886,0.49592385,0.35379586,0.4206127,0.332889,0.40900397,0.40953463,0.47821003,0.38780648,0.41292125,0.41756034,0.35800084,0.37540156,0.34138128,0.3720022,0.4434445,0.37524647,0.374266,0.37106654,0.45310575,0.28347266,0.42138347,0.29786235,0.3221006,0.34782842,0.43439758,0.32777032,0.33682445,0.5001178,0.44517928,0.4379788,0.36658257,0.3355691,0.2889051,0.38224733,0.35275173,0.38604477,0.38990793,0.33015925,0.3787214,0.3201864,0.396895,0.35811353,0.50562274,0.3865849,0.334095,0.40109858,0.49135876,0.30297166,0.46504566,0.46295464,0.4165163,0.3615033,0.32768694,0.43908834,0.39774108,0.44842136,0.44505608,0.37374035,0.3166619,0.35385576,0.37928376,0.38899514,0.3518655,0.33046275,0.42491397,0.32383615,0.35419372,0.40231776,0.41880998,0.3571733,0.37282175,0.32205072,0.4059675,0.45833567,0.36802733,0.40663186,0.47038394,0.34138048,0.36719826,0.3342173,0.35181782
CD8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,2.2943163,4.426304,4.5003157,2.7254648,2.9333487,2.5829365,4.0632706,4.474628,2.1073258,2.1010704,2.410644,4.8434634,3.5701616,3.203832,2.5800056,4.04458,3.4376478,3.9949021,2.6026947,2.573482,2.4259427,2.560638,2.8513865,4.3060412,3.006619,4.1683226,2.5295475,2.66863,3.422479,2.2227175,4.1349926,3.5138597,2.38768,4.891952,3.3685763,3.8150034,2.659542,4.650786,1.9523584,4.1713347,2.2684903,2.3293111,3.051459,2.6017954,2.5915563,2.2009091,4.012728,4.788015,4.393886,2.565494,3.4158027,4.546138,2.155082,2.8491523,2.8066251,2.863633,3.2358646,2.377512,1.9824926,3.5283413,2.1238785,5.1998405,2.3786185,2.1653416,2.5129437,5.1092467,2.0138774,4.0667796,4.494034,2.6810338,2.7726853,2.0861409,4.362955,3.6820369,2.5028465,4.857769,2.0882983,3.2312875,3.3056219,2.3027031,3.0793202,3.4890237,2.3812335,4.6794567,2.5547664,4.743719,3.3681872,2.875769,2.8340514,2.5972347,2.2453086,4.0039573,3.4594953,2.4341407,2.8454287,3.6514797,2.4869308,2.4861157,2.0195775,2.372958
CD93,0.4831662,0.5515721,0.52367,0.47309956,0.469948,0.4654302,0.65369934,0.5362254,0.43035057,0.40778607,0.51717436,0.5374452,0.55014193,0.3836177,0.3616715,0.6086872,0.50482994,0.53943497,0.43260464,0.5740219,0.45869967,0.49469706,0.42052776,0.56258786,0.5674086,0.5871323,0.44018856,0.4877988,0.48147494,0.47978267,0.5352877,0.5454533,0.43558055,0.5420903,0.552026,0.61177486,0.5415986,0.5760736,0.3980507,0.5645312,0.39757222,0.45646957,0.45614305,0.5505902,0.4130691,0.48022157,0.5191406,0.521636,0.49689776,0.4200524,0.51765877,0.60446954,0.51891255,0.58557934,0.5467026,0.5154828,0.4879565,0.39488617,0.42770612,0.54500955,0.46762225,0.654638,0.42240646,0.49100885,0.50795805,0.71060914,0.32933593,0.54408246,0.6394483,0.45881993,0.5141164,0.3876438,0.57446104,0.538002,0.40796256,0.6945401,0.45171,0.49812785,0.48405287,0.46969783,0.45282218,0.5582714,0.41552502,0.51171434,0.45044032,0.5460836,0.5025018,0.5296702,0.5104597,0.51014143,0.42731416,0.62137204,0.5791498,0.498915,0.4091259,0.53001946,0.44261664,0.41394576,0.35076794,0.49212354
CDC42EP1,0.19319029,0.2894672,0.3701503,0.23486151,0.26381713,0.2581219,0.29376644,0.3103494,0.18112804,0.18733679,0.20994231,0.4043069,0.25764602,0.32204902,0.19147995,0.27863288,0.24405082,0.35166994,0.21943699,0.26498798,0.23523343,0.221372,0.23375742,0.29879108,0.3327867,0.30089778,0.19175564,0.1763047,0.28842837,0.1895552,0.36430863,0.36175346,0.17236088,0.37063673,0.2759541,0.30093265,0.23735239,0.31922323,0.19344775,0.3320063,0.18182378,0.19657628,0.20197055,0.16660313,0.25024074,0.23310852,0.3675232,0.34507206,0.31419036,0.30493054,0.2655044,0.34068987,0.147569,0.21069446,0.24666889,0.28507218,0.26672325,0.23170994,0.18517153,0.3325465,0.19806328,0.44878975,0.20369603,0.1291594,0.23119712,0.3861912,0.16679667,0.31997657,0.44570285,0.21867709,0.2034287,0.11497459,0.33505812,0.36734742,0.2145771,0.46017382,0.16755283,0.25863355,0.23780486,0.1628815,0.25912833,0.26901922,0.2007439,0.34109786,0.20129381,0.2870488,0.34259158,0.25516522,0.267163,0.2999356,0.2078698,0.39749116,0.26435608,0.22378942,0.2734131,0.2672155,0.22907995,0.21242946,0.16222967,0.20406362
CDH1,2.154552,3.9635708,4.035026,2.5368588,2.723024,2.3620927,3.7975786,4.1432266,1.9047103,1.9134881,2.2187412,4.477635,3.2853045,3.046698,2.3114183,3.7081127,3.1507277,3.7061815,2.3691304,2.3893056,2.249147,2.3575943,2.6628644,3.9553466,2.7594109,3.8244486,2.357688,2.4876812,3.1347458,2.0402431,3.9354699,3.2435575,2.1740682,4.45494,3.1248093,3.6695144,2.4267595,4.236841,1.7848812,3.8245945,2.0783882,2.1821327,2.7943983,2.426906,2.3741207,2.049128,3.6383126,4.443867,4.0108223,2.342169,3.1137984,4.237775,1.9788545,2.591562,2.5867572,2.616142,2.951278,2.2191503,1.8431929,3.1838887,1.9109309,4.713545,2.2196019,2.0496252,2.3337295,4.7103424,1.8574084,3.7225695,4.149321,2.4496043,2.613802,1.8897831,4.0188956,3.4810932,2.369797,4.556067,1.9370137,3.005986,2.9862843,2.1356447,2.9180632,3.1589446,2.2277055,4.3300095,2.3503277,4.419223,3.1634018,2.6691678,2.5965784,2.3537226,2.0803633,3.6571057,3.2369895,2.2465012,2.6395147,3.3981874,2.2520437,2.2265775,1.8565205,2.175464
CEACAM6,0.45159096,0.8789134,0.9945493,0.6163482,0.5739278,0.5463023,0.6979224,0.9115552,0.44701064,0.4227016,0.4771776,1.0138129,0.6934248,0.7565273,0.4923539,0.7816141,0.7255826,0.7355714,0.5066939,0.5068317,0.44675428,0.551918,0.5263422,0.82673234,0.6155365,0.85181653,0.4345917,0.5484072,0.71024424,0.36308843,0.84289545,0.74506146,0.50648934,0.893345,0.7816416,0.88715196,0.50913954,0.93660045,0.4013979,0.79111534,0.46008188,0.50243104,0.6295115,0.5044192,0.5196235,0.47488877,0.76905715,0.8878836,0.9083949,0.56571937,0.7174952,0.92957014,0.42761016,0.64298046,0.6054556,0.5660114,0.6454902,0.50361156,0.40677983,0.6942389,0.40816957,0.97325844,0.45469388,0.4305644,0.5309679,0.95773166,0.42339444,0.8291117,0.87235624,0.5358632,0.5357295,0.3969308,0.89574105,0.7354929,0.5063785,1.0280704,0.38475242,0.6399329,0.60515696,0.4191686,0.565801,0.753745,0.54738766,0.9032474,0.49322432,0.9662531,0.63944995,0.5796233,0.521955,0.5435646,0.4311207,0.8112059,0.6756664,0.55462795,0.6313518,0.737736,0.57863176,0.45812514,0.45015034,0.49434543
